ID Region,Region,ID Comuna,Comuna,ID Year,Year,ID Level 1,Level 1,ID Level 2,Level 2,Output
13,Region Metropolitana Santiago,14,Buin,2005,2005,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",926914048.0
13,Region Metropolitana Santiago,14,Buin,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1255320704.0
13,Region Metropolitana Santiago,14,Buin,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1321833728.0
13,Region Metropolitana Santiago,14,Buin,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1753537313.9375
13,Region Metropolitana Santiago,14,Buin,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1813832448.0
13,Region Metropolitana Santiago,14,Buin,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2044576384.0
13,Region Metropolitana Santiago,14,Buin,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2515119616.0
13,Region Metropolitana Santiago,14,Buin,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",3106119936.0
13,Region Metropolitana Santiago,14,Buin,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",4175820054.15625
13,Region Metropolitana Santiago,14,Buin,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",5152443904.0
13,Region Metropolitana Santiago,83,El Bosque,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1916885.125
13,Region Metropolitana Santiago,83,El Bosque,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2599806.25
13,Region Metropolitana Santiago,83,El Bosque,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2046789.75
13,Region Metropolitana Santiago,83,El Bosque,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1485269.0
13,Region Metropolitana Santiago,83,El Bosque,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",380621.46875
13,Region Metropolitana Santiago,85,El Monte,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",191371.484375
13,Region Metropolitana Santiago,85,El Monte,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",11634335.0
13,Region Metropolitana Santiago,90,Estacion Central,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",97366.1796875
13,Region Metropolitana Santiago,90,Estacion Central,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",305524.8125
13,Region Metropolitana Santiago,90,Estacion Central,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1005052.875
13,Region Metropolitana Santiago,90,Estacion Central,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",3084676.75
13,Region Metropolitana Santiago,90,Estacion Central,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1674820.25
13,Region Metropolitana Santiago,90,Estacion Central,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",350685.09375
13,Region Metropolitana Santiago,90,Estacion Central,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",54817.80078125
13,Region Metropolitana Santiago,114,Isla De Maipo,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",288875.875
13,Region Metropolitana Santiago,120,La Florida,2005,2005,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",103765624.0
13,Region Metropolitana Santiago,120,La Florida,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",323036405.5
13,Region Metropolitana Santiago,120,La Florida,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",128234672.0
13,Region Metropolitana Santiago,120,La Florida,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",117618645.0
13,Region Metropolitana Santiago,120,La Florida,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",118123496.0
13,Region Metropolitana Santiago,120,La Florida,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",95889141.5
13,Region Metropolitana Santiago,120,La Florida,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",145927360.0
13,Region Metropolitana Santiago,120,La Florida,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",118588716.0
13,Region Metropolitana Santiago,120,La Florida,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",234818636.375
13,Region Metropolitana Santiago,120,La Florida,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",187860448.0
13,Region Metropolitana Santiago,134,Las Condes,2005,2005,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",7017947.75
13,Region Metropolitana Santiago,134,Las Condes,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",46592192.0
13,Region Metropolitana Santiago,134,Las Condes,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",44950803.71875
13,Region Metropolitana Santiago,134,Las Condes,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",191362280.84375
13,Region Metropolitana Santiago,134,Las Condes,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",285695442.0
13,Region Metropolitana Santiago,134,Las Condes,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",188806263.53125
13,Region Metropolitana Santiago,134,Las Condes,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",202516296.0
13,Region Metropolitana Santiago,134,Las Condes,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",266570517.0
13,Region Metropolitana Santiago,134,Las Condes,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",176532381.5
13,Region Metropolitana Santiago,134,Las Condes,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",191525696.0
13,Region Metropolitana Santiago,143,Lo Barnechea,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",18979978.0
13,Region Metropolitana Santiago,143,Lo Barnechea,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",22169490.0
13,Region Metropolitana Santiago,143,Lo Barnechea,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",27694898.0
13,Region Metropolitana Santiago,160,Macul,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",580641.125
13,Region Metropolitana Santiago,160,Macul,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",387384.28125
13,Region Metropolitana Santiago,162,Maipú,2005,2005,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",10451858.0
13,Region Metropolitana Santiago,162,Maipú,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",11317580.0
13,Region Metropolitana Santiago,162,Maipú,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",12267302.0
13,Region Metropolitana Santiago,162,Maipú,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",15891420.375
13,Region Metropolitana Santiago,162,Maipú,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",91744264.9375
13,Region Metropolitana Santiago,162,Maipú,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1019724788.0
13,Region Metropolitana Santiago,162,Maipú,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",912590082.0
13,Region Metropolitana Santiago,162,Maipú,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1474782944.0
13,Region Metropolitana Santiago,162,Maipú,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1705805018.125
13,Region Metropolitana Santiago,162,Maipú,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1728991622.0
13,Region Metropolitana Santiago,172,Melipilla,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",17260484.0
13,Region Metropolitana Santiago,172,Melipilla,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",4789232.0
13,Region Metropolitana Santiago,186,Ñuñoa,2005,2005,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",601900158.0
13,Region Metropolitana Santiago,186,Ñuñoa,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",762026009.0
13,Region Metropolitana Santiago,186,Ñuñoa,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1032491608.0
13,Region Metropolitana Santiago,186,Ñuñoa,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",899900664.75
13,Region Metropolitana Santiago,186,Ñuñoa,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",871341394.0
13,Region Metropolitana Santiago,186,Ñuñoa,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",952883174.0
13,Region Metropolitana Santiago,193,Padre Hurtado,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2011393.0
13,Region Metropolitana Santiago,193,Padre Hurtado,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",4207843.5
13,Region Metropolitana Santiago,193,Padre Hurtado,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1464126.75
13,Region Metropolitana Santiago,193,Padre Hurtado,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1265855.0
13,Region Metropolitana Santiago,197,Paine,2005,2005,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",17226882.0
13,Region Metropolitana Santiago,197,Paine,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1561919.75
13,Region Metropolitana Santiago,212,Peñalolén,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1893964.75
13,Region Metropolitana Santiago,212,Peñalolén,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2300168.25
13,Region Metropolitana Santiago,212,Peñalolén,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1002049.5625
13,Region Metropolitana Santiago,221,Pirque,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",551741.6875
13,Region Metropolitana Santiago,221,Pirque,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",128332.1953125
13,Region Metropolitana Santiago,221,Pirque,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",6589556.5
13,Region Metropolitana Santiago,228,Providencia,2005,2005,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",812118301.0
13,Region Metropolitana Santiago,228,Providencia,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",940075033.375
13,Region Metropolitana Santiago,228,Providencia,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1093604405.5
13,Region Metropolitana Santiago,228,Providencia,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1315058405.5
13,Region Metropolitana Santiago,228,Providencia,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1732052425.0
13,Region Metropolitana Santiago,228,Providencia,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1594634896.5
13,Region Metropolitana Santiago,228,Providencia,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1648039083.0
13,Region Metropolitana Santiago,228,Providencia,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1713385112.0
13,Region Metropolitana Santiago,228,Providencia,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1796208314.007813
13,Region Metropolitana Santiago,228,Providencia,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2346622001.0
13,Region Metropolitana Santiago,232,Puente Alto,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",4948852.75
13,Region Metropolitana Santiago,232,Puente Alto,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",3126410.25
13,Region Metropolitana Santiago,256,Quinta Normal,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",9001503.0
13,Region Metropolitana Santiago,256,Quinta Normal,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",802969.6875
13,Region Metropolitana Santiago,256,Quinta Normal,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2668372.5
13,Region Metropolitana Santiago,262,Recoleta,2005,2005,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1413478.5
13,Region Metropolitana Santiago,262,Recoleta,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",86565502.0
13,Region Metropolitana Santiago,262,Recoleta,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2421043.75
13,Region Metropolitana Santiago,262,Recoleta,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",26997202.0
13,Region Metropolitana Santiago,262,Recoleta,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",435821.3359375
13,Region Metropolitana Santiago,262,Recoleta,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",5837914.5
13,Region Metropolitana Santiago,262,Recoleta,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",236679904.0
13,Region Metropolitana Santiago,262,Recoleta,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",248819664.0
13,Region Metropolitana Santiago,280,San Bernardo,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",288507712.0
13,Region Metropolitana Santiago,280,San Bernardo,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",8963167.0
13,Region Metropolitana Santiago,280,San Bernardo,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",258269.921875
13,Region Metropolitana Santiago,290,San Joaquín,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",13707017.0
13,Region Metropolitana Santiago,290,San Joaquín,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",251942.84375
13,Region Metropolitana Santiago,290,San Joaquín,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",14788882.0
13,Region Metropolitana Santiago,290,San Joaquín,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",19227486.0
13,Region Metropolitana Santiago,290,San Joaquín,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",19736692.0
13,Region Metropolitana Santiago,290,San Joaquín,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",19402412.0
13,Region Metropolitana Santiago,290,San Joaquín,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",20053354.0
13,Region Metropolitana Santiago,291,San José De Maipo,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",6950203.5
13,Region Metropolitana Santiago,300,San Ramón,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",10634304.0
13,Region Metropolitana Santiago,307,Santiago,2005,2005,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1707042434.9052734
13,Region Metropolitana Santiago,307,Santiago,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1599139556.0
13,Region Metropolitana Santiago,307,Santiago,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1721777368.75
13,Region Metropolitana Santiago,307,Santiago,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2032717864.5625
13,Region Metropolitana Santiago,307,Santiago,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",4075285046.0
13,Region Metropolitana Santiago,307,Santiago,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2335186870.5
13,Region Metropolitana Santiago,307,Santiago,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1079421187.0
13,Region Metropolitana Santiago,307,Santiago,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",3013459629.25
13,Region Metropolitana Santiago,307,Santiago,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1594931502.478516
13,Region Metropolitana Santiago,307,Santiago,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",622269695.25
13,Region Metropolitana Santiago,310,Talagante,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",3146091.25
13,Region Metropolitana Santiago,310,Talagante,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",3218762.0
13,Region Metropolitana Santiago,340,Vitacura,2005,2005,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",224402704.0
13,Region Metropolitana Santiago,340,Vitacura,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",227395868.0
13,Region Metropolitana Santiago,340,Vitacura,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",189261536.0
13,Region Metropolitana Santiago,340,Vitacura,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",220239808.0
13,Region Metropolitana Santiago,340,Vitacura,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",272201088.0
13,Region Metropolitana Santiago,340,Vitacura,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",145150016.0
13,Region Metropolitana Santiago,340,Vitacura,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",130653720.0
13,Region Metropolitana Santiago,340,Vitacura,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",9122596.0
13,Region Metropolitana Santiago,340,Vitacura,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1031214.9375
13,Region Metropolitana Santiago,340,Vitacura,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",9265699.875
13,Region Metropolitana Santiago,346,Lampa,2005,2005,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",6685628.0
13,Region Metropolitana Santiago,346,Lampa,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",4591613.0
13,Region Metropolitana Santiago,346,Lampa,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",5686450.5
13,Region Metropolitana Santiago,346,Lampa,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",4178746.0
13,Region Metropolitana Santiago,346,Lampa,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2130938.0
13,Region Metropolitana Santiago,346,Lampa,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",94189.8671875
13,Region Metropolitana Santiago,346,Lampa,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",11882718.0
13,Region Metropolitana Santiago,346,Lampa,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",11576377.0
13,Region Metropolitana Santiago,346,Lampa,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",17314342.0
13,Region Metropolitana Santiago,346,Lampa,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",31848750.0
14,Los Ríos,329,Valdivia,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",3207216.25
14,Los Ríos,329,Valdivia,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",3674539.25
14,Los Ríos,329,Valdivia,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1392271.75
14,Los Ríos,329,Valdivia,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",620118.6796875
14,Los Ríos,329,Valdivia,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",494979.53125
14,Los Ríos,329,Valdivia,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",72455.59375
14,Los Ríos,329,Valdivia,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",1851711.5
15,Arica y Parinacota,12,Arica,2005,2005,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",2644046.875
15,Arica y Parinacota,12,Arica,2006,2006,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",15640381.75
15,Arica y Parinacota,12,Arica,2007,2007,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",15630821.75
15,Arica y Parinacota,12,Arica,2008,2008,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",17088473.75
15,Arica y Parinacota,12,Arica,2009,2009,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",16052089.5
15,Arica y Parinacota,12,Arica,2010,2010,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",15478892.21875
15,Arica y Parinacota,12,Arica,2011,2011,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",15457343.0
15,Arica y Parinacota,12,Arica,2012,2012,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",17248420.0
15,Arica y Parinacota,12,Arica,2013,2013,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",18070735.7265625
15,Arica y Parinacota,12,Arica,2014,2014,R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",30434416.0
